supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts
S_06833,"Todd, Henson and Moore",North America,Logistics,1034587,440477,78,1269546,17,10,98,0.75,10,Medium,762,2025-11-02 09:15:47.763459+00:00
S_06834,Sutton-Jensen,North America,Manufacturing,2067901,1128977,2,1811114,16,11,56,0.91,5,High,818,2025-11-02 09:15:47.764844+00:00
S_06835,Bowen LLC,North America,IT Services,468421,200322,58,1778157,32,1,79,0.99,7,Medium,846,2025-11-02 09:15:47.765714+00:00
S_06836,Perkins LLC,Europe,Logistics,900206,419529,35,1975829,29,4,58,0.33,10,High,615,2025-11-02 09:15:47.766325+00:00
S_06837,"Owens, Warren and Dillon",North America,Facilities,1774270,1313309,66,240269,30,2,57,0.74,4,Low,759,2025-11-02 09:15:47.767567+00:00
S_06838,Fuller Inc,LATAM,IT Services,4035602,2497996,2,1011919,33,2,54,0.53,4,Low,685,2025-11-02 09:15:47.768102+00:00
S_06839,Mullen LLC,Asia-Pacific,Manufacturing,3478094,2570949,8,605178,17,1,51,0.37,6,Medium,629,2025-11-02 09:15:47.768646+00:00
S_06840,Morgan and Sons,North America,Manufacturing,1073510,830681,49,603743,26,5,82,0.88,2,High,808,2025-11-02 09:15:47.769170+00:00
S_06841,"Wilson, Kennedy and Jackson",North America,Logistics,4854125,3850871,32,763594,13,6,56,0.4,9,Medium,640,2025-11-02 09:15:47.770574+00:00
S_06842,"Lowe, Hood and Mills",LATAM,Manufacturing,3468789,2470837,27,1573456,38,10,80,0.47,9,Low,664,2025-11-02 09:15:47.771822+00:00
S_06843,Ruiz Group,Europe,Logistics,2017120,977811,31,1502745,30,7,78,0.84,0,Medium,794,2025-11-02 09:15:47.772375+00:00
S_06844,"Hodges, Espinoza and Mcdonald",Europe,IT Services,4817051,4301527,45,1463816,55,1,81,0.86,0,High,801,2025-11-02 09:15:47.773755+00:00
S_06845,Rodriguez-Johnson,North America,Logistics,2707485,1246463,47,1943067,54,5,58,0.6,4,Medium,710,2025-11-02 09:15:47.774699+00:00
S_06846,"Hunt, Maxwell and Harrison",LATAM,Manufacturing,2144717,1076723,13,857772,11,8,83,0.89,0,Medium,811,2025-11-02 09:15:47.776285+00:00
S_06847,Anderson and Sons,Europe,Manufacturing,626954,457857,49,267110,9,9,92,0.28,10,High,598,2025-11-02 09:15:47.777279+00:00
S_06848,"Larson, Chang and Schultz",Europe,Biotech,1043096,822746,49,999065,23,6,95,0.24,9,Medium,584,2025-11-02 09:15:47.779130+00:00
S_06849,King-Henry,Asia-Pacific,Biotech,4338670,3432946,13,923858,57,3,96,0.22,9,Low,577,2025-11-02 09:15:47.780276+00:00
S_06850,Nichols Group,Asia-Pacific,IT Services,2599567,1613936,73,71916,40,5,78,0.64,4,Low,724,2025-11-02 09:15:47.780915+00:00
S_06851,Monroe-Williams,LATAM,Manufacturing,4140345,2318114,52,621936,39,9,94,0.27,6,High,594,2025-11-02 09:15:47.781850+00:00
S_06852,Castro-Rodriguez,Asia-Pacific,Facilities,1329979,922500,29,234038,57,8,90,0.32,1,Medium,612,2025-11-02 09:15:47.782741+00:00
S_06853,White LLC,LATAM,Manufacturing,4520825,3133911,25,1484976,47,10,60,0.68,6,High,738,2025-11-02 09:15:47.783258+00:00
S_06854,"Smith, Sharp and Dunn",Europe,Facilities,1696561,812206,36,1084594,14,4,51,0.24,1,Low,584,2025-11-02 09:15:47.784522+00:00
S_06855,Owens-Cordova,LATAM,Logistics,2963556,1985099,6,151450,48,8,89,0.32,7,High,612,2025-11-02 09:15:47.785374+00:00
S_06856,Smith Ltd,Europe,IT Services,1775562,1410813,12,727814,48,2,71,0.76,8,Low,766,2025-11-02 09:15:47.785908+00:00
S_06857,Caldwell-Carter,LATAM,Facilities,4961067,4166545,29,1298848,9,3,56,0.69,6,Medium,741,2025-11-02 09:15:47.786782+00:00
S_06858,Lewis Group,North America,Biotech,1528878,1203316,65,785301,47,8,66,0.87,0,Medium,804,2025-11-02 09:15:47.787288+00:00
S_06859,Martin Inc,North America,Biotech,2475311,1429033,57,1478886,19,4,75,0.38,9,Low,633,2025-11-02 09:15:47.787823+00:00
S_06860,Richards-Clarke,LATAM,Facilities,4375803,2493569,70,1720991,44,7,53,0.9,1,Low,815,2025-11-02 09:15:47.788691+00:00
S_06861,Morrison-Hines,Europe,Facilities,2455892,1030941,47,794891,36,7,91,0.94,2,High,829,2025-11-02 09:15:47.790054+00:00
S_06862,"Gomez, Bryant and Ross",Europe,Facilities,443574,350002,67,1521092,55,9,53,0.78,8,Medium,773,2025-11-02 09:15:47.791484+00:00
S_06863,Smith-Owen,Europe,Biotech,2343402,1143859,13,1141262,36,7,76,0.38,7,Medium,633,2025-11-02 09:15:47.792808+00:00
S_06864,"Fleming, Jones and Harvey",Asia-Pacific,IT Services,1423311,1088510,8,786446,20,10,50,0.9,9,High,815,2025-11-02 09:15:47.794785+00:00
S_06865,Sanchez LLC,LATAM,Logistics,4191177,3552595,51,384600,9,6,91,0.78,2,Medium,773,2025-11-02 09:15:47.795526+00:00
S_06866,"Goodman, Rich and Thomas",Asia-Pacific,Facilities,2218630,1920484,72,1229458,54,6,80,0.97,4,Medium,839,2025-11-02 09:15:47.796832+00:00
S_06867,Brown-Wilson,Europe,Logistics,3854310,2680382,45,289102,33,10,72,0.25,10,Low,587,2025-11-02 09:15:47.797762+00:00
S_06868,Kline-Colon,LATAM,IT Services,2839411,2459466,52,1877177,48,8,57,0.75,1,High,762,2025-11-02 09:15:47.798638+00:00
S_06869,Jones-Castillo,Asia-Pacific,Facilities,115037,94316,87,673812,28,3,53,0.23,10,High,580,2025-11-02 09:15:47.799534+00:00
S_06870,Robinson LLC,Asia-Pacific,Logistics,4094749,2921914,76,437737,39,7,60,0.84,10,Medium,794,2025-11-02 09:15:47.800211+00:00
S_06871,Krause Ltd,Asia-Pacific,Biotech,130922,99351,29,748168,45,10,61,0.58,4,High,703,2025-11-02 09:15:47.800740+00:00
S_06872,"Wang, Orozco and Moore",Europe,Logistics,4735590,3523953,69,1246691,6,1,97,0.44,7,High,654,2025-11-02 09:15:47.802007+00:00
S_06873,Warner Ltd,North America,Manufacturing,3376334,2271435,66,1708469,43,12,65,0.36,8,High,626,2025-11-02 09:15:47.802518+00:00
S_06874,Harvey and Sons,Europe,IT Services,2931937,2092594,63,1467958,50,1,58,0.82,8,High,787,2025-11-02 09:15:47.803038+00:00
S_06875,"Taylor, Weaver and Carter",Asia-Pacific,Manufacturing,1879880,1568406,70,1850972,39,7,100,0.81,0,High,783,2025-11-02 09:15:47.804294+00:00
S_06876,Robinson Inc,North America,Biotech,826968,600318,28,282267,20,11,62,0.65,5,High,727,2025-11-02 09:15:47.804805+00:00
S_06877,Durham-Rodgers,LATAM,Logistics,2806648,1387893,31,648997,23,0,93,0.24,5,Low,584,2025-11-02 09:15:47.806272+00:00
S_06878,"Pacheco, Jones and Smith",Europe,Biotech,4802360,3678199,69,501780,21,3,63,0.81,7,Medium,783,2025-11-02 09:15:47.807681+00:00
S_06879,Williams Inc,Europe,IT Services,4132359,3193029,7,694296,59,8,60,0.36,9,Medium,626,2025-11-02 09:15:47.808222+00:00
S_06880,Buck-Bennett,Asia-Pacific,Biotech,4964370,3841973,8,603769,39,8,50,0.95,5,Low,832,2025-11-02 09:15:47.809400+00:00
S_06881,"Diaz, Aguirre and Pierce",Asia-Pacific,Facilities,2854182,1838309,51,641266,14,2,79,0.25,3,High,587,2025-11-02 09:15:47.811654+00:00
S_06882,Wolfe-Powell,Asia-Pacific,Facilities,3531927,1480152,67,1014245,9,4,58,0.39,8,Low,636,2025-11-02 09:15:47.812707+00:00
S_06883,Hall PLC,North America,Biotech,426252,200530,37,1904939,46,4,78,0.97,6,High,839,2025-11-02 09:15:47.813319+00:00
S_06884,Hall-Pierce,Europe,Biotech,3869531,1584452,32,1645353,34,12,52,0.59,1,High,706,2025-11-02 09:15:47.814234+00:00
S_06885,Smith Inc,LATAM,Facilities,124079,103044,34,1251770,12,9,56,0.36,7,Medium,626,2025-11-02 09:15:47.814819+00:00
S_06886,Gilmore LLC,Asia-Pacific,Facilities,3975397,2742167,86,949114,19,1,51,0.22,8,High,577,2025-11-02 09:15:47.815352+00:00
S_06887,Fisher-Mack,North America,Logistics,1503706,1316701,21,1730684,17,5,73,0.59,7,Medium,706,2025-11-02 09:15:47.816221+00:00
S_06888,Henry PLC,North America,Logistics,652638,309558,17,165457,13,3,94,1.0,8,Medium,850,2025-11-02 09:15:47.816778+00:00
S_06889,Foley-Martinez,LATAM,Manufacturing,620542,521455,1,1301311,56,4,55,0.64,9,Medium,724,2025-11-02 09:15:47.818426+00:00
S_06890,Wright-Rogers,Asia-Pacific,Manufacturing,4210121,3629156,71,724279,53,8,92,0.33,10,High,615,2025-11-02 09:15:47.819370+00:00
S_06891,"Hubbard, Lin and Taylor",North America,Manufacturing,1800138,1594703,44,428659,52,4,50,0.78,5,High,773,2025-11-02 09:15:47.820641+00:00
S_06892,Bullock Group,Europe,Logistics,4218270,1775046,69,148419,55,0,80,0.87,9,Medium,804,2025-11-02 09:15:47.821454+00:00
S_06893,Aguirre-Anderson,LATAM,IT Services,1998881,871036,28,1246824,48,0,80,0.42,10,High,647,2025-11-02 09:15:47.822917+00:00
S_06894,"Watson, Hart and Hunter",Asia-Pacific,Logistics,3864495,2960465,78,797327,14,5,96,0.86,9,Medium,801,2025-11-02 09:15:47.824178+00:00
S_06895,Cox-Moore,North America,Logistics,705906,452085,40,400092,14,7,65,0.55,7,Low,692,2025-11-02 09:15:47.825102+00:00
S_06896,"Williams, Powers and George",LATAM,Logistics,1403117,1193798,67,895363,13,7,57,0.78,6,Medium,773,2025-11-02 09:15:47.826924+00:00
S_06897,Perez Group,Europe,IT Services,1667749,1105322,63,1073049,12,0,99,0.81,5,High,783,2025-11-02 09:15:47.827622+00:00
S_06898,Hernandez LLC,Asia-Pacific,Facilities,2740071,2383449,68,453784,29,4,61,0.21,1,Medium,573,2025-11-02 09:15:47.828522+00:00
S_06899,Chang-Kirby,Asia-Pacific,Facilities,1728584,1225816,50,202215,25,4,68,0.9,0,High,815,2025-11-02 09:15:47.829708+00:00
S_06900,Ingram-Henderson,LATAM,Biotech,3889722,2622871,28,183618,27,2,60,0.67,7,Medium,734,2025-11-02 09:15:47.830683+00:00
S_06901,Mcdonald-Johnson,LATAM,IT Services,757226,467528,43,1976071,8,6,73,0.29,3,High,601,2025-11-02 09:15:47.831564+00:00
S_06902,Alexander Inc,LATAM,IT Services,106786,77507,24,338151,9,4,58,0.22,0,Medium,577,2025-11-02 09:15:47.832114+00:00
S_06903,Harris-Serrano,Asia-Pacific,Facilities,1389847,1181863,1,558634,16,8,68,0.32,8,Low,612,2025-11-02 09:15:47.832977+00:00
S_06904,Martinez-Cruz,Europe,Facilities,457488,293379,37,715075,7,8,89,0.99,3,High,846,2025-11-02 09:15:47.833865+00:00
S_06905,Fischer-Castillo,Asia-Pacific,Biotech,498081,368508,56,687468,15,1,86,0.88,3,High,808,2025-11-02 09:15:47.834727+00:00
S_06906,"Goodwin, Olson and Sharp",LATAM,IT Services,2546550,1298371,2,274078,43,1,97,0.42,2,High,647,2025-11-02 09:15:47.835980+00:00
S_06907,Davis LLC,Asia-Pacific,Biotech,4155182,2106785,45,1043775,13,10,94,0.55,7,Low,692,2025-11-02 09:15:47.836485+00:00
S_06908,Irwin-Moreno,Europe,Facilities,3601899,2483171,63,1301924,18,4,85,0.31,3,High,608,2025-11-02 09:15:47.837746+00:00
S_06909,Oneal LLC,LATAM,IT Services,2166025,1018741,64,1319882,6,1,78,0.62,5,High,717,2025-11-02 09:15:47.838342+00:00
S_06910,Pittman PLC,Asia-Pacific,Facilities,3959859,3259803,4,472281,47,1,76,0.58,10,Low,703,2025-11-02 09:15:47.838917+00:00
S_06911,Thornton-Powers,LATAM,Logistics,4371201,2682620,39,1533488,6,10,88,0.3,6,Medium,605,2025-11-02 09:15:47.839832+00:00
S_06912,Williams-Hart,North America,Logistics,1020917,697398,67,1374981,13,11,88,0.34,7,Medium,619,2025-11-02 09:15:47.840704+00:00
S_06913,Green-Walton,Asia-Pacific,Biotech,2626485,1486924,36,1887884,8,8,84,0.55,8,Medium,692,2025-11-02 09:15:47.841552+00:00
S_06914,"Rice, Zavala and Barry",LATAM,Logistics,140163,60795,73,439833,7,4,55,0.36,8,Medium,626,2025-11-02 09:15:47.843428+00:00
S_06915,Peters LLC,Europe,Biotech,4411968,3463724,2,1505576,51,4,76,0.72,2,High,752,2025-11-02 09:15:47.844150+00:00
S_06916,West Group,Asia-Pacific,Logistics,4666978,2190756,12,778079,54,6,64,0.6,4,Low,710,2025-11-02 09:15:47.844786+00:00
S_06917,Taylor-Griffin,Europe,IT Services,4128444,1916373,31,1073272,12,5,99,0.54,4,Medium,689,2025-11-02 09:15:47.845803+00:00
S_06918,Vega-Thomas,Asia-Pacific,IT Services,1808975,1454045,45,666252,21,12,83,0.76,3,Medium,766,2025-11-02 09:15:47.846794+00:00
S_06919,Heath Ltd,Asia-Pacific,Manufacturing,3703913,1831277,73,1718532,7,7,90,0.93,4,Low,825,2025-11-02 09:15:47.847400+00:00
S_06920,Hahn and Sons,LATAM,Biotech,2133416,994341,0,399577,54,2,61,0.3,1,Medium,605,2025-11-02 09:15:47.848287+00:00
S_06921,"Kelley, Mccall and Alvarez",LATAM,Manufacturing,2020861,1472508,19,1340979,58,10,94,0.74,2,Medium,759,2025-11-02 09:15:47.849625+00:00
S_06922,"Taylor, Munoz and Robinson",LATAM,Manufacturing,4527172,3345821,86,1556022,33,0,53,0.69,10,Medium,741,2025-11-02 09:15:47.850975+00:00
S_06923,"Reynolds, Gordon and Alvarez",North America,Manufacturing,562793,437501,67,612391,12,0,74,0.54,9,Low,689,2025-11-02 09:15:47.852438+00:00
S_06924,Russell Ltd,LATAM,IT Services,4208025,2079033,17,517986,41,6,62,0.58,10,Medium,703,2025-11-02 09:15:47.853322+00:00
S_06925,"Johnson, Baker and Sellers",LATAM,IT Services,3997092,1889405,56,1155931,27,11,92,0.36,7,High,626,2025-11-02 09:15:47.854748+00:00
S_06926,"Chaney, Garza and Hall",North America,IT Services,1469994,1105574,28,840471,44,1,78,0.61,4,Low,713,2025-11-02 09:15:47.856032+00:00
S_06927,Benson LLC,North America,Biotech,1620333,1001213,11,1229079,11,8,53,0.79,9,Low,776,2025-11-02 09:15:47.856591+00:00
S_06928,Green LLC,Asia-Pacific,IT Services,922087,520571,16,1507088,34,12,70,0.93,10,High,825,2025-11-02 09:15:47.857099+00:00
S_06929,Mcdaniel PLC,Asia-Pacific,Manufacturing,131914,113237,22,1551074,18,3,74,0.91,2,Medium,818,2025-11-02 09:15:47.857599+00:00
S_06930,Wells PLC,North America,Facilities,2452634,2061510,16,1039183,36,10,53,0.95,3,Low,832,2025-11-02 09:15:47.858107+00:00
S_06931,Harmon-Krueger,North America,Logistics,2003451,1754144,84,1913708,33,10,66,0.74,9,High,759,2025-11-02 09:15:47.859114+00:00
S_06932,Carlson-Cole,Asia-Pacific,Facilities,2095917,917364,67,1099192,44,7,59,0.55,9,Medium,692,2025-11-02 09:15:47.860391+00:00
S_06933,Frank-Edwards,North America,Manufacturing,654599,560881,69,741205,28,4,50,0.68,5,Medium,738,2025-11-02 09:15:47.861544+00:00
S_06934,"Douglas, Morris and Cole",LATAM,Manufacturing,2226211,1870905,71,190012,50,7,56,0.43,7,Low,650,2025-11-02 09:15:47.862967+00:00
S_06935,"Wells, Larson and Ford",North America,Facilities,4106446,2900158,31,308962,39,5,62,0.43,3,Low,650,2025-11-02 09:15:47.864292+00:00
S_06936,"Morgan, Scott and Graham",Europe,Manufacturing,2134050,1592906,56,851573,15,12,94,0.52,0,Medium,682,2025-11-02 09:15:47.865579+00:00
S_06937,Willis Inc,LATAM,Biotech,3926158,2046579,68,1513508,29,12,82,0.33,5,High,615,2025-11-02 09:15:47.866116+00:00
S_06938,Guerra PLC,LATAM,Logistics,899766,526116,76,761033,30,3,87,0.95,4,Low,832,2025-11-02 09:15:47.866622+00:00
S_06939,Thomas-White,Europe,Logistics,4557728,2402599,37,1237898,9,9,62,0.59,4,High,706,2025-11-02 09:15:47.867510+00:00
S_06940,Dalton Ltd,LATAM,Logistics,4956216,4154766,39,544091,25,8,63,0.82,0,High,787,2025-11-02 09:15:47.868235+00:00
S_06941,Gibson and Sons,Asia-Pacific,IT Services,202636,147486,67,1291522,30,0,54,0.88,9,High,808,2025-11-02 09:15:47.868783+00:00
S_06942,Brown and Sons,Europe,Biotech,3853999,2292113,63,674720,47,12,77,0.59,6,Medium,706,2025-11-02 09:15:47.869341+00:00
S_06943,Acevedo and Sons,Europe,IT Services,247920,141123,88,1572330,35,1,51,0.83,7,High,790,2025-11-02 09:15:47.869856+00:00
S_06944,Garcia-Juarez,Asia-Pacific,IT Services,4351802,3582526,22,906327,25,7,58,0.22,2,High,577,2025-11-02 09:15:47.870861+00:00
S_06945,Greer-Curtis,Asia-Pacific,Logistics,2243080,948963,1,1930536,34,6,72,0.91,7,Medium,818,2025-11-02 09:15:47.871809+00:00
S_06946,Simmons-Martinez,Asia-Pacific,Biotech,3360899,1479857,26,637951,20,12,68,0.8,4,Medium,780,2025-11-02 09:15:47.872971+00:00
S_06947,Rodriguez-Martin,LATAM,Logistics,3756381,1938080,90,1473305,42,6,76,0.87,10,High,804,2025-11-02 09:15:47.874384+00:00
S_06948,Moore-Ware,LATAM,Manufacturing,4660466,2287797,0,1770326,22,5,89,0.92,7,Medium,822,2025-11-02 09:15:47.875462+00:00
S_06949,Wilson-Adams,Asia-Pacific,Manufacturing,3489701,1836562,44,1928946,57,0,75,0.59,10,Medium,706,2025-11-02 09:15:47.877043+00:00
S_06950,"Powell, Tran and Johnson",North America,Manufacturing,2977254,1707366,47,909298,27,12,61,0.86,9,Low,801,2025-11-02 09:15:47.878988+00:00
S_06951,Case Group,North America,Logistics,3867921,2330927,33,1438630,41,0,99,0.73,4,Medium,755,2025-11-02 09:15:47.879797+00:00
S_06952,"Smith, Silva and Drake",Europe,Logistics,3989162,2704953,74,722338,56,11,53,0.94,2,Medium,829,2025-11-02 09:15:47.881139+00:00
S_06953,Johnson and Sons,Europe,Facilities,3940585,1973742,86,1831657,12,4,55,0.65,3,Medium,727,2025-11-02 09:15:47.881683+00:00
S_06954,"Gutierrez, Woodward and Carroll",LATAM,Biotech,335602,297574,40,180668,25,1,61,0.35,0,Low,622,2025-11-02 09:15:47.882921+00:00
S_06955,"Smith, Shea and Zamora",North America,Facilities,611022,395234,62,492592,32,8,70,0.26,2,Medium,591,2025-11-02 09:15:47.884345+00:00
S_06956,Gregory LLC,Asia-Pacific,Facilities,3864933,2349204,14,710937,27,8,96,0.95,4,Medium,832,2025-11-02 09:15:47.884891+00:00
S_06957,Poole-Brown,Asia-Pacific,Manufacturing,4057272,1629418,14,167232,59,0,72,0.81,2,High,783,2025-11-02 09:15:47.885801+00:00
S_06958,"Johnson, Jones and Marshall",LATAM,Facilities,2268977,1728408,61,1106490,30,11,100,0.22,1,Medium,577,2025-11-02 09:15:47.887064+00:00
S_06959,Dorsey Inc,LATAM,IT Services,3312251,1910080,31,1094002,18,7,64,0.81,3,High,783,2025-11-02 09:15:47.887609+00:00
S_06960,Bradshaw-Griffin,Asia-Pacific,Facilities,3732288,2239217,24,190841,8,7,78,0.86,7,High,801,2025-11-02 09:15:47.888504+00:00
S_06961,Beasley Ltd,LATAM,IT Services,3132598,1377058,39,199791,16,7,100,0.4,5,Medium,640,2025-11-02 09:15:47.889040+00:00
S_06962,Pugh LLC,North America,Logistics,4821486,3031689,17,129772,45,9,93,0.63,3,Medium,720,2025-11-02 09:15:47.889590+00:00
S_06963,"Gonzalez, Lopez and Conley",North America,Biotech,3105921,2066229,45,724346,25,11,75,0.26,7,Low,591,2025-11-02 09:15:47.890961+00:00
S_06964,King LLC,LATAM,IT Services,522326,387439,58,100867,58,1,58,0.21,8,High,573,2025-11-02 09:15:47.891524+00:00
S_06965,Lane-Farrell,Europe,IT Services,4762694,2142607,15,831847,18,8,76,0.57,1,High,699,2025-11-02 09:15:47.892603+00:00
S_06966,Moore-Ramirez,North America,Manufacturing,124584,72973,43,1588036,49,10,58,0.62,7,Low,717,2025-11-02 09:15:47.893969+00:00
S_06967,Hamilton-Allen,Asia-Pacific,Facilities,233780,197906,65,1127318,32,3,100,0.24,8,Low,584,2025-11-02 09:15:47.895138+00:00
S_06968,"Smith, Walker and Hart",LATAM,Logistics,2470083,2061233,39,1711008,12,12,88,0.27,4,High,594,2025-11-02 09:15:47.896602+00:00
S_06969,"Sanders, Spears and Green",North America,IT Services,2412068,1562508,21,531468,16,10,96,0.51,1,Medium,678,2025-11-02 09:15:47.897919+00:00
S_06970,Ibarra PLC,LATAM,Facilities,1708949,1285378,44,421878,39,9,64,0.66,3,Medium,731,2025-11-02 09:15:47.898462+00:00
S_06971,"Salazar, Hatfield and Nguyen",North America,Biotech,1107277,634939,59,1905132,54,8,75,0.76,3,High,766,2025-11-02 09:15:47.900001+00:00
S_06972,"Munoz, Rojas and Walker",LATAM,Biotech,4935801,2912155,71,1363282,29,6,82,0.94,7,Medium,829,2025-11-02 09:15:47.901267+00:00
S_06973,Haynes-Esparza,LATAM,Logistics,4821775,3050151,76,1537550,59,9,73,0.51,6,Medium,678,2025-11-02 09:15:47.902169+00:00
S_06974,White-Callahan,Asia-Pacific,Biotech,323355,235836,52,925343,28,2,57,0.78,6,Low,773,2025-11-02 09:15:47.903030+00:00
S_06975,Jacobson Inc,Asia-Pacific,Biotech,1881420,1200335,48,1580411,23,8,51,0.99,1,High,846,2025-11-02 09:15:47.903579+00:00
S_06976,Walker-Pearson,Asia-Pacific,Logistics,1025779,749558,48,1945716,25,1,97,0.72,0,High,752,2025-11-02 09:15:47.904454+00:00
S_06977,Proctor-Hart,Europe,IT Services,473597,326339,41,1343556,36,12,85,0.49,8,High,671,2025-11-02 09:15:47.905311+00:00
S_06978,Brown-Rivas,Europe,Facilities,4520307,3744180,57,522335,48,8,61,0.38,7,Medium,633,2025-11-02 09:15:47.906218+00:00
S_06979,"Barnes, Foster and Rivera",LATAM,Manufacturing,186158,111503,46,19344,45,1,92,0.55,7,Medium,692,2025-11-02 09:15:47.907479+00:00
S_06980,Chavez and Sons,North America,Manufacturing,1457223,1033356,90,1139756,51,0,88,0.9,5,Low,815,2025-11-02 09:15:47.908006+00:00
S_06981,"Newman, Kelly and Harris",Europe,Logistics,554026,289503,24,914395,37,11,65,0.83,6,Medium,790,2025-11-02 09:15:47.909237+00:00
S_06982,Baker-Curry,North America,Manufacturing,2193965,1701641,61,458853,13,1,55,0.78,2,High,773,2025-11-02 09:15:47.910148+00:00
S_06983,"Brooks, Chavez and Smith",Europe,Logistics,1238826,565863,30,151021,37,4,92,0.9,10,Medium,815,2025-11-02 09:15:47.912086+00:00
S_06984,"Graham, Cabrera and Barnes",Europe,Facilities,1918006,999820,35,1912436,58,0,88,1.0,5,Medium,850,2025-11-02 09:15:47.913767+00:00
S_06985,Chaney-Molina,LATAM,Biotech,2100260,1034577,17,813939,55,12,77,0.46,2,High,661,2025-11-02 09:15:47.915028+00:00
S_06986,Jackson PLC,LATAM,Facilities,4927814,3990240,75,46024,60,7,67,0.78,2,Medium,773,2025-11-02 09:15:47.915628+00:00
S_06987,Ortega Inc,North America,Logistics,3599479,1706369,3,29494,17,3,91,0.36,7,High,626,2025-11-02 09:15:47.916157+00:00
S_06988,"Moyer, Richard and Larson",Europe,Manufacturing,3490003,1894759,58,1413618,21,11,65,0.22,6,High,577,2025-11-02 09:15:47.917443+00:00
S_06989,Lopez Inc,Europe,Biotech,2014848,897549,75,548804,27,10,67,0.67,10,Medium,734,2025-11-02 09:15:47.917958+00:00
S_06990,Frank-Blackburn,Asia-Pacific,Manufacturing,4941451,3677152,87,1852607,27,2,65,0.94,8,Medium,829,2025-11-02 09:15:47.918877+00:00
S_06991,Harvey LLC,Europe,IT Services,4754620,1951903,48,968419,51,1,64,0.66,2,High,731,2025-11-02 09:15:47.919387+00:00
S_06992,Daniels-Sloan,North America,Biotech,1896753,774019,30,229372,21,4,75,0.56,4,High,696,2025-11-02 09:15:47.920367+00:00
S_06993,"Perez, Roach and Bailey",North America,IT Services,1957879,1444862,29,474655,42,5,85,0.68,3,Low,738,2025-11-02 09:15:47.921641+00:00
S_06994,Wright and Sons,LATAM,IT Services,1635915,686378,78,37375,13,2,83,0.75,1,Medium,762,2025-11-02 09:15:47.922148+00:00
S_06995,Bernard and Sons,LATAM,IT Services,4523443,2563672,7,527729,60,10,53,0.69,0,Medium,741,2025-11-02 09:15:47.922680+00:00
S_06996,Jones-Moore,Europe,IT Services,4876268,2946114,5,810405,46,12,51,0.67,6,Medium,734,2025-11-02 09:15:47.923528+00:00
S_06997,Bullock-Trujillo,LATAM,IT Services,591727,376321,52,1027138,17,3,69,0.32,0,Low,612,2025-11-02 09:15:47.924372+00:00
